scheme,run_name,experiment_id,created_at,config,summary_path,selection,selection_source,macro_f1,balanced_accuracy,accuracy,num_true,num_pseudo,pseudolabels,submission,oof_path,test_path,parse_error,uses_pseudo,uses_adapter,uses_fusion,is_smoke,is_single_refit,scale,lambda_token
scheme_01,s01_strategy_frofa_cv_20260610,,2026-06-09T23:48:25.169094+00:00,,runs/scheme_01/s01_strategy_frofa_cv_20260610/metrics/summary.json,0.5933662270993836,reported,0.5907324541987673,0.596,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_fused_single_frofa_cv,,2026-06-09T22:50:00.443838+00:00,,runs/scheme_01/s01_full_20260610_fused_single_frofa_cv/metrics/summary.json,0.5718327835586081,reported,0.5716655671172162,0.572,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_fused_single_bias_cv,,2026-06-09T22:51:19.283125+00:00,,runs/scheme_01/s01_full_20260610_fused_single_bias_cv/metrics/summary.json,0.5708122434266001,reported,0.5696244868532003,0.572,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_fused_single_cv,,2026-06-09T22:49:31.598353+00:00,,runs/scheme_01/s01_full_20260610_fused_single_cv/metrics/summary.json,0.5708122434266001,reported,0.5696244868532003,0.572,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_fused_single_structured_cv,,2026-06-09T22:52:15.084319+00:00,,runs/scheme_01/s01_full_20260610_fused_single_structured_cv/metrics/summary.json,0.5708122434266001,reported,0.5696244868532003,0.572,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_fusion_variants_cv,,2026-06-09T22:53:51.930491+00:00,,runs/scheme_01/s01_full_20260610_fusion_variants_cv/metrics/summary.json,0.5708122434266001,reported,0.5696244868532003,0.572,,,,,,,,,False,False,True,False,False,,
scheme_01,s01_full_20260610_fused_single_cell_stats_cv,,2026-06-09T22:52:56.883584+00:00,,runs/scheme_01/s01_full_20260610_fused_single_cell_stats_cv/metrics/summary.json,0.5634542700274985,reported,0.562908540054997,0.564,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_d4_expand_cv,,2026-06-09T22:35:38.013930+00:00,,runs/scheme_01/s01_full_20260610_d4_expand_cv/metrics/summary.json,0.523962851716921,reported,0.5239257034338423,0.5239999999999999,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_mild_color_cv,,2026-06-09T22:40:14.048875+00:00,,runs/scheme_01/s01_full_20260610_mild_color_cv/metrics/summary.json,0.5211594389642602,reported,0.5223188779285206,0.5199999999999999,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_d4_cv,,2026-06-09T22:22:51.262901+00:00,,runs/scheme_01/s01_full_20260610_d4_cv/metrics/summary.json,0.5127471869600086,reported,0.5134943739200174,0.5119999999999999,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_single_cv,,2026-06-09T22:10:26.590076+00:00,,runs/scheme_01/s01_full_20260610_single_cv/metrics/summary.json,0.5012208857019091,reported,0.5024417714038183,0.4999999999999999,,,,,,,,,False,False,False,False,False,,
scheme_01,s01_full_20260610_smoke_cv,,2026-06-09T22:02:46.648270+00:00,,runs/scheme_01/s01_full_20260610_smoke_cv/metrics/summary.json,0.3177179103964818,reported,0.3154358207929636,0.31999999999999995,,,,,,,,,False,False,False,True,False,,
scheme_01,scheme01_conch_prompt_probe,,2026-06-09T22:40:09.523818+00:00,,runs/scheme_01/scheme01_conch_prompt_probe/metrics/summary.json,0.14451557831839523,reported,0.08903115663679044,0.2,,,,,,,,,False,False,False,False,False,,
scheme_02,s02b_b1_p32_seed2027_cv_20260612,,2026-06-12T12:03:07.538576+00:00,runs/scheme_02/s02b_b1_p32_seed2027_cv_20260612/metrics/resolved_config.json,runs/scheme_02/s02b_b1_p32_seed2027_cv_20260612/metrics/summary.json,0.9440139056505215,reported,0.9440278113010429,0.944,,,,,,,,,False,False,False,False,False,,
scheme_02,s02a_uni2_scale48_imgadapter_20260615,,2026-06-14T17:39:48.260676+00:00,runs/scheme_02/s02a_uni2_scale48_imgadapter_20260615/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale48_imgadapter_20260615/metrics/summary.json,0.8007577894041249,reported,0.8015155788082498,0.8,,,,,,,,,False,True,False,False,False,48.0,
scheme_02,s02a_uni2_scale48_imgadapter_single_refit_teacher_20260616,,2026-06-16T09:11:19.336035+00:00,runs/scheme_02/s02a_uni2_scale48_imgadapter_single_refit_teacher_20260616/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale48_imgadapter_single_refit_teacher_20260616/metrics/summary.json,0.8007577894041249,reported,0.8015155788082498,0.8,,,,,,,,,False,True,False,False,True,48.0,
scheme_02,s02a_uni2_scale48_hardw_cv_20260614,,2026-06-14T15:26:35.925991+00:00,runs/scheme_02/s02a_uni2_scale48_hardw_cv_20260614/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale48_hardw_cv_20260614/metrics/summary.json,0.7694486491505474,reported,0.7708972983010949,0.768,,,,,,,,,False,False,False,False,False,48.0,
scheme_02,scheme02b_uni_multiscale_s48_s64_cv_20260616,,2026-06-16T05:26:05.717363+00:00,runs/scheme_02/scheme02b_uni_multiscale_s48_s64_cv_20260616/metrics/resolved_config.json,runs/scheme_02/scheme02b_uni_multiscale_s48_s64_cv_20260616/metrics/summary.json,0.7678481289485826,reported,0.767696257897165,0.768,,,,,,,,,False,False,True,False,False,,
scheme_02,s02a_uni2_scale64_head_adapter_ablation_20260615,,2026-06-14T17:30:04.745344+00:00,runs/scheme_02/s02a_uni2_scale64_head_adapter_ablation_20260615/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale64_head_adapter_ablation_20260615/metrics/summary.json,0.7658191301677904,reported,0.7636382603355807,0.768,,,,,,,,,False,True,False,False,False,64.0,
scheme_02,s02a_uni2_scale64_hardw_cv_20260612,,2026-06-12T15:59:52.090442+00:00,runs/scheme_02/s02a_uni2_scale64_hardw_cv_20260612/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale64_hardw_cv_20260612/metrics/summary.json,0.7509901816396662,reported,0.7499803632793324,0.752,,,,,,,,,False,False,False,False,False,64.0,
scheme_02,s02a_uni2_scale64_hardw_single_refit_20260612,,2026-06-12T16:18:18.009933+00:00,runs/scheme_02/s02a_uni2_scale64_hardw_single_refit_20260612/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale64_hardw_single_refit_20260612/metrics/summary.json,0.7509901816396662,reported,0.7499803632793324,0.752,,,,,,,,,False,False,False,False,True,64.0,
scheme_02,s02a_uni2_scale64_cv_20260612,,2026-06-12T15:41:40.817192+00:00,runs/scheme_02/s02a_uni2_scale64_cv_20260612/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale64_cv_20260612/metrics/summary.json,0.739904047917133,reported,0.7398080958342662,0.74,,,,,,,,,False,False,False,False,False,64.0,
scheme_02,s02a_uni2_scale80_hardw_cv_20260614,,2026-06-14T15:31:42.298581+00:00,runs/scheme_02/s02a_uni2_scale80_hardw_cv_20260614/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale80_hardw_cv_20260614/metrics/summary.json,0.7392209919156478,reported,0.7384419838312958,0.74,,,,,,,,,False,False,False,False,False,80.0,
scheme_02,s02a_uni2_scale80_cv_20260612,,2026-06-12T15:12:00.653522+00:00,runs/scheme_02/s02a_uni2_scale80_cv_20260612/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale80_cv_20260612/metrics/summary.json,0.7361429207196897,reported,0.7362858414393795,0.736,,,,,,,,,False,False,False,False,False,80.0,
scheme_02,s02b_uni_dualscale_s64h_s80_cv_20260612,,2026-06-12T16:13:11.944929+00:00,runs/scheme_02/s02b_uni_dualscale_s64h_s80_cv_20260612/metrics/resolved_config.json,runs/scheme_02/s02b_uni_dualscale_s64h_s80_cv_20260612/metrics/summary.json,0.7324411997852384,reported,0.7328823995704766,0.7320000000000001,,,,,,,,,False,False,True,False,False,,
scheme_02,s02b_b1_lowcap_20260611,,2026-06-10T18:17:09.525748+00:00,runs/scheme_02/s02b_b1_lowcap_20260611/metrics/resolved_config.json,runs/scheme_02/s02b_b1_lowcap_20260611/metrics/summary.json,0.7184942938219055,reported,0.7169885876438111,0.72,,,,,,,,,False,False,False,False,False,,
scheme_02,s03_pseudo_a_lam002_colorjitter_lossfix_cv,,2026-06-12T07:43:51.070901+00:00,runs/scheme_02/s03_pseudo_a_lam002_colorjitter_lossfix_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_colorjitter_lossfix_cv/metrics/summary.json,0.7177186206073041,reported,0.715437241214608,0.72,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s03_pseudo_s02best_balanced_lam002_cv_20260612,,2026-06-12T13:04:54.515658+00:00,runs/scheme_02/s03_pseudo_s02best_balanced_lam002_cv_20260612/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_s02best_balanced_lam002_cv_20260612/metrics/summary.json,0.7168524774389898,reported,0.7177049548779796,0.7160000000000001,,,,artifacts/pseudolabels/s02_best_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s03_pseudo_a_lam001_cv,,2026-06-11T07:01:35.236799+00:00,runs/scheme_02/s03_pseudo_a_lam001_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam001_cv/metrics/summary.json,0.7159615167174229,reported,0.7159230334348459,0.716,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam001
scheme_02,s03_pseudo_a_lam002_cv,,2026-06-11T06:22:01.002684+00:00,runs/scheme_02/s03_pseudo_a_lam002_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_cv/metrics/summary.json,0.7159615167174229,reported,0.7159230334348459,0.716,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s03_pseudo_a_lam002_selckpt_cv,,2026-06-12T05:02:41.792123+00:00,runs/scheme_02/s03_pseudo_a_lam002_selckpt_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_selckpt_cv/metrics/summary.json,0.7159615167174229,reported,0.7159230334348459,0.716,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s02a_uni2_scale32_hardw_cv_20260614,,2026-06-14T15:19:55.989794+00:00,runs/scheme_02/s02a_uni2_scale32_hardw_cv_20260614/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_scale32_hardw_cv_20260614/metrics/summary.json,0.7137031873355403,reported,0.7154063746710806,0.712,,,,,,,,,False,False,False,False,False,32.0,
scheme_02,s02b_b1_p32_seed2027_fixedsplit_cv_20260612,,2026-06-12T12:14:11.571920+00:00,runs/scheme_02/s02b_b1_p32_seed2027_fixedsplit_cv_20260612/metrics/resolved_config.json,runs/scheme_02/s02b_b1_p32_seed2027_fixedsplit_cv_20260612/metrics/summary.json,0.7127368300586236,reported,0.7134736601172473,0.712,,,,,,,,,False,False,False,False,False,,
scheme_02,s03_pseudo_a_lam002_pscale025_cv,,2026-06-12T10:07:19.746296+00:00,runs/scheme_02/s03_pseudo_a_lam002_pscale025_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_pscale025_cv/metrics/summary.json,0.7120687165068609,reported,0.7121374330137217,0.7120000000000001,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,25.0,lam002
scheme_02,s03_pseudo_a_lam002_microgrid_p40_cv,,2026-06-12T09:27:30.256563+00:00,runs/scheme_02/s03_pseudo_a_lam002_microgrid_p40_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_microgrid_p40_cv/metrics/summary.json,0.7117414788345245,reported,0.711482957669049,0.7120000000000001,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s02a_uni2_full224_hardw_cv_20260614,,2026-06-14T15:12:24.391096+00:00,runs/scheme_02/s02a_uni2_full224_hardw_cv_20260614/metrics/resolved_config.json,runs/scheme_02/s02a_uni2_full224_hardw_cv_20260614/metrics/summary.json,0.7076201316335446,reported,0.7072402632670893,0.708,,,,,,,,,False,False,False,False,False,,
scheme_02,s02b_b1_microgrid_20260611,,2026-06-10T20:09:09.140012+00:00,runs/scheme_02/s02b_b1_microgrid_20260611/metrics/resolved_config.json,runs/scheme_02/s02b_b1_microgrid_20260611/metrics/summary.json,0.7071705819471723,reported,0.7063411638943446,0.7080000000000001,,,,,,,,,False,False,False,False,False,,
scheme_02,s03_pseudo_a_lam002_hardw_lossfix_cv,,2026-06-12T08:04:09.732426+00:00,runs/scheme_02/s03_pseudo_a_lam002_hardw_lossfix_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_hardw_lossfix_cv/metrics/summary.json,0.706985012186693,reported,0.7059700243733857,0.7080000000000001,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s02b_b1_p32_hardw_mild_cv,,2026-06-12T10:20:26.820560+00:00,runs/scheme_02/s02b_b1_p32_hardw_mild_cv/metrics/resolved_config.json,runs/scheme_02/s02b_b1_p32_hardw_mild_cv/metrics/summary.json,0.7069750773768049,reported,0.7059501547536097,0.7080000000000001,,,,,,,,,False,False,False,False,False,,
scheme_02,s03_pseudo_a_lam002_groupaux02_cv,,2026-06-12T07:47:32.760538+00:00,runs/scheme_02/s03_pseudo_a_lam002_groupaux02_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_groupaux02_cv/metrics/summary.json,0.706965367965368,reported,0.7059307359307361,0.7080000000000001,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s03_pseudo_a_lam002_focal1_cv,,2026-06-12T08:33:40.670570+00:00,runs/scheme_02/s03_pseudo_a_lam002_focal1_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_focal1_cv/metrics/summary.json,0.7040820534399327,reported,0.7041641068798653,0.7040000000000001,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s03_pseudo_a_lam002_colorjitter_cv,,2026-06-12T07:03:26.704913+00:00,runs/scheme_02/s03_pseudo_a_lam002_colorjitter_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_colorjitter_cv/metrics/summary.json,0.7037545987467152,reported,0.7035091974934304,0.704,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s03_pseudo_a_lam002_hardw_cv,,2026-06-12T04:08:50.191913+00:00,runs/scheme_02/s03_pseudo_a_lam002_hardw_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_hardw_cv/metrics/summary.json,0.7035222577341658,reported,0.7030445154683317,0.704,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
scheme_02,s03_pseudo_a_lam002_selckpt_lossfix_cv,,2026-06-12T09:49:38.562588+00:00,runs/scheme_02/s03_pseudo_a_lam002_selckpt_lossfix_cv/metrics/resolved_config.json,runs/scheme_02/s03_pseudo_a_lam002_selckpt_lossfix_cv/metrics/summary.json,0.7030259740259741,reported,0.7020519480519481,0.704,,,,artifacts/pseudolabels/s02_strategy_a_test/selected_pseudolabels.csv,,,,,True,False,False,False,False,,lam002
